,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
1403,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7784859,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,,,CHEMBL1909046,,,,CHEMBL238071,VINDESINE,CHEMBL238071,,False,,1540273,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1404,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785043,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL1909046,,,,CHEMBL1504,TRIAMCINOLONE ACETONIDE,CHEMBL1504,,False,,1540241,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1405,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785044,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL1909046,,,,CHEMBL1504,TRIAMCINOLONE ACETONIDE,CHEMBL1504,,False,,1540241,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1406,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785165,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc(CN2CCNCC2)c(OC)c1OC,,,CHEMBL1909046,,,,CHEMBL203266,TRIMETAZIDINE,CHEMBL203266,,False,,1540249,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1407,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785166,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccc(CN2CCNCC2)c(OC)c1OC,,,CHEMBL1909046,,,,CHEMBL203266,TRIMETAZIDINE,CHEMBL203266,,False,,1540249,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1408,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785283,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,,,CHEMBL1909046,,,,CHEMBL1566956,TROXIPIDE,CHEMBL1566956,,False,,1540257,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1409,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785284,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,,,CHEMBL1909046,,,,CHEMBL1566956,TROXIPIDE,CHEMBL1566956,,False,,1540257,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1410,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785394,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCC(CCC)C(=O)O,,,CHEMBL1909046,,,,CHEMBL109,VALPROIC ACID,CHEMBL109,,False,,1540265,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1411,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785395,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCCC(CCC)C(=O)O,,,CHEMBL1909046,,,,CHEMBL109,VALPROIC ACID,CHEMBL109,,False,,1540265,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1412,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785753,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1,,,CHEMBL1909046,,,,CHEMBL28079,ZAPRINAST,CHEMBL28079,,False,,1540281,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1413,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785754,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1,,,CHEMBL1909046,,,,CHEMBL28079,ZAPRINAST,CHEMBL28079,,False,,1540281,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1414,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786567,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,,,CHEMBL1909046,,,,CHEMBL553025,VINORELBINE,CHEMBL553025,,False,,1540274,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1415,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786568,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,,,CHEMBL1909046,,,,CHEMBL553025,VINORELBINE,CHEMBL553025,,False,,1540274,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1416,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786773,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,NC[C@H]1CC[C@H](C(=O)O)CC1,,,CHEMBL1909046,,,,CHEMBL877,TRANEXAMIC ACID,CHEMBL877,,False,,1540234,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1417,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786774,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,NC[C@H]1CC[C@H](C(=O)O)CC1,,,CHEMBL1909046,,,,CHEMBL877,TRANEXAMIC ACID,CHEMBL877,,False,,1540234,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1418,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786883,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,,CHEMBL1909046,,,,CHEMBL585,TRIAMTERENE,CHEMBL585,,False,,1540242,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1419,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786884,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,,CHEMBL1909046,,,,CHEMBL585,TRIAMTERENE,CHEMBL585,,False,,1540242,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1420,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787008,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1C(=O)OC(C)(C)C1=O,,,CHEMBL1909046,,,,CHEMBL695,TRIMETHADIONE,CHEMBL695,,False,,1540250,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1421,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787009,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN1C(=O)OC(C)(C)C1=O,,,CHEMBL1909046,,,,CHEMBL695,TRIMETHADIONE,CHEMBL695,,False,,1540250,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1422,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787126,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,N#CC(C#N)=Cc1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL76904,TYRPHOSTIN 23,CHEMBL76904,,False,,1540258,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1423,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787127,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,N#CC(C#N)=Cc1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL76904,TYRPHOSTIN 23,CHEMBL76904,,False,,1540258,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1424,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787242,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,,,CHEMBL1909046,,,,CHEMBL1069,VALSARTAN,CHEMBL1069,,False,,1540266,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1425,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787243,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,,,CHEMBL1909046,,,,CHEMBL1069,VALSARTAN,CHEMBL1069,,False,,1540266,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1426,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787610,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1909046,,,,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,,1540282,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1427,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787611,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1909046,,,,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,,1540282,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1428,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788430,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,,,CHEMBL1909046,,,,CHEMBL119385,NEFLAMAPIMOD,CHEMBL119385,,False,,1540275,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1429,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788431,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,,,CHEMBL1909046,,,,CHEMBL119385,NEFLAMAPIMOD,CHEMBL119385,,False,,1540275,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1430,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788650,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,,,CHEMBL1909046,,,,CHEMBL415324,TRANILAST,CHEMBL415324,,False,,1540235,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1431,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788651,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,,,CHEMBL1909046,,,,CHEMBL415324,TRANILAST,CHEMBL415324,,False,,1540235,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1432,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788756,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,,,CHEMBL1909046,,,,CHEMBL24944,TRIBROMSALAN,CHEMBL24944,,False,,1540243,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1433,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788757,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,,,CHEMBL1909046,,,,CHEMBL24944,TRIBROMSALAN,CHEMBL24944,,False,,1540243,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1434,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788887,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,,,CHEMBL1909046,,,,CHEMBL1475,TRIOXSALEN,CHEMBL1475,,False,,1540251,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1435,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788888,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,,,CHEMBL1909046,,,,CHEMBL1475,TRIOXSALEN,CHEMBL1475,,False,,1540251,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1436,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788991,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,,,CHEMBL1909046,,,,CHEMBL141343,,CHEMBL141343,,False,,1540259,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1437,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788992,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,,,CHEMBL1909046,,,,CHEMBL141343,,CHEMBL141343,,False,,1540259,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1438,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7789125,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,,,CHEMBL1909046,,,,CHEMBL262777,VANCOMYCIN,CHEMBL262777,,False,,1540267,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1439,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7789126,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,,,CHEMBL1909046,,,,CHEMBL262777,VANCOMYCIN,CHEMBL262777,,False,,1540267,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1440,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7789480,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(c1cc2ccccc2s1)N(O)C(N)=O,,,CHEMBL1909046,,,,CHEMBL93,ZILEUTON,CHEMBL93,,False,,1540283,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1441,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7789481,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(c1cc2ccccc2s1)N(O)C(N)=O,,,CHEMBL1909046,,,,CHEMBL93,ZILEUTON,CHEMBL93,,False,,1540283,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1442,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790285,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,,CHEMBL1909046,,,,CHEMBL1464,WARFARIN,CHEMBL1464,,False,,1540276,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1443,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790286,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,,CHEMBL1909046,,,,CHEMBL1464,WARFARIN,CHEMBL1464,,False,,1540276,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
1444,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790503,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1386,TRANSPLATIN,CHEMBL1386,,False,,1540236,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
1445,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790504,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1386,TRANSPLATIN,CHEMBL1386,,False,,1540236,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
